ReportDate,API_WELLNO,FileNo,Company,WellName,Quarter,Section,Township,Range,County,FieldName,Pool,Oil,Wtr,Days,Runs,Gas,GasSold,Flared,Lat,Long
2015-06-01,33061015200000,19679,"EOG RESOURCES, INC.",ROSS  31-0806H,SESW,8,156,92,MTL,ALGER,BAKKEN,1649,830,30,1721,1242,1000,0,48.3423937984333,-102.538267747116
2015-06-01,33061015420000,19767,"EOG RESOURCES, INC.",ROSS  32-1707H,SESW,17,156,92,MTL,ALGER,BAKKEN,1328,840,30,1382,1504,1262,0,48.3277945462087,-102.537945229584
2015-06-01,33061015450000,19793,"EOG RESOURCES, INC.",ROSS  33-0434H,SESW,4,156,92,MTL,ALGER,BAKKEN,1606,1294,30,1724,1646,1404,0,48.3576941576724,-102.516955298798
2015-06-01,33061015460000,19794,"EOG RESOURCES, INC.",ROSS  34-0533H,SESW,5,156,92,MTL,ALGER,BAKKEN,1219,897,30,1367,1274,1032,0,48.3567576905531,-102.538132005544
2015-06-01,33061015560000,19854,"EOG RESOURCES, INC.",ROSS  35-0331H,SESE,3,156,92,MTL,ALGER,BAKKEN,1592,1636,30,1858,2031,1789,0,48.3582824695515,-102.484358260846
2015-06-01,33061020170000,22354,"EOG RESOURCES, INC.",ROSS  36-1707H,SWSW,17,156,92,MTL,ALGER,BAKKEN,2520,1601,30,2514,3774,3532,0,48.3281995470213,-102.543300081962
2015-06-01,33061008320000,17531,"EOG RESOURCES, INC.",ROSS  5-08H,SWSE,8,156,92,MTL,ALGER,BAKKEN,734,636,21,909,993,790,0,48.3425993798242,-102.532184376427
2015-06-01,33061005300000,16586,"EOG RESOURCES, INC.",ROSS  7-17H,NWNW,17,156,92,MTL,ALGER,BAKKEN,677,639,30,661,965,724,0,48.3405435631096,-102.545948229761
2015-06-01,33061029510000,27609,"HESS BAKKEN INVESTMENTS II, LLC",EN-ABRAHAMSON-  155-93-3019H-5,SWSE,30,155,93,MTL,ALGER,BAKKEN,4019,720,30,4037,5416,4666,750,48.2135839813197,-102.684885864712
2015-06-01,33061029520000,27610,"HESS BAKKEN INVESTMENTS II, LLC",EN-ABRAHAMSON-  155-93-3019H-6,SWSE,30,155,93,MTL,ALGER,BAKKEN,3976,1067,30,4015,6464,5722,742,48.2135844964062,-102.685021332455
2015-06-01,33061029530000,27611,"HESS BAKKEN INVESTMENTS II, LLC",EN-ABRAHAMSON-  155-93-3019H-7,SWSE,30,155,93,MTL,ALGER,BAKKEN,4818,1245,30,4837,5303,4404,899,48.2135850114927,-102.685156800199
2015-06-01,33061029540000,27612,"HESS BAKKEN INVESTMENTS II, LLC",EN-ABRAHAMSON-  155-93-3019H-8,SWSE,30,155,93,MTL,ALGER,BAKKEN,5279,713,30,5303,4492,3507,985,48.2135855265792,-102.685292267943
2015-06-01,33061013040000,18838,"HESS BAKKEN INVESTMENTS II, LLC",EN-ABRAHAMSON-155-93-  3019H-1,SWSE,30,155,93,MTL,ALGER,BAKKEN,0,0,0,0,0,0,0,48.2127920023786,-102.684943335876
2015-06-01,33061013050000,18839,"HESS BAKKEN INVESTMENTS II, LLC",EN-ABRAHAMSON-155-93-  3019H-2,SWSE,30,155,93,MTL,ALGER,BAKKEN,2931,2775,30,2939,2778,2231,547,48.2127939534637,-102.685456471268
2015-06-01,33061013060000,18840,"HESS BAKKEN INVESTMENTS II, LLC",EN-ABRAHAMSON-155-93-  3019H-3,SWSE,30,155,93,MTL,ALGER,BAKKEN,3789,4408,30,3803,4581,3874,707,48.2127959045489,-102.685969606661
2015-06-01,33061033940000,29886,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA-  155-93-1522H-10,SWSE,10,155,93,MTL,ALGER,BAKKEN,4244,2381,30,4248,3337,0,3337,48.25568901918,-102.621480758875
2015-06-01,33061022880000,24004,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA  155-93-1522H-2,NENW,15,155,93,MTL,ALGER,BAKKEN,1829,927,30,1832,2409,2288,121,48.2540207615607,-102.623874078617
2015-06-01,33061022870000,24003,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA  155-93-1522H-3,NENW,15,155,93,MTL,ALGER,BAKKEN,2081,1056,30,2086,3027,2889,138,48.2538837265448,-102.623879909894
2015-06-01,33061032750000,29270,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA-  155-93-1522H-7,SWSE,10,155,93,MTL,ALGER,BAKKEN,11369,3713,30,11113,9864,9864,0,48.2556874340763,-102.621074021255
2015-06-01,33061032760000,29271,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA-  155-93-1522H-8,SWSE,10,155,93,MTL,ALGER,BAKKEN,3338,1990,17,3480,2921,2920,1,48.2556879624442,-102.621209600462
2015-06-01,33061032770000,29272,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA-  155-93-1522H-9,SWSE,10,155,93,MTL,ALGER,BAKKEN,8698,3574,30,8668,7890,7889,1,48.2556884908121,-102.621345179668
2015-06-01,33061007800000,17389,"HESS BAKKEN INVESTMENTS II, LLC",EN-CVANCARA-155-93-  1522H-1,NENW,15,155,93,MTL,ALGER,BAKKEN,1639,2669,30,1631,1856,1748,108,48.2541632779773,-102.623868014089
2015-06-01,33061028050000,26984,"HESS BAKKEN INVESTMENTS II, LLC",EN-DOBROVOLNY-  155-93-2128H-4,NENW,21,155,93,MTL,ALGER,BAKKEN,3654,1407,30,3658,4841,4599,242,48.2391953694544,-102.645827583564
2015-06-01,33061028060000,26985,"HESS BAKKEN INVESTMENTS II, LLC",EN-DOBROVOLNY-  155-93-2128H-5,NENW,21,155,93,MTL,ALGER,BAKKEN,3238,1734,30,3250,5026,4812,214,48.239285827106,-102.645828210002
2015-06-01,33061028070000,26986,"HESS BAKKEN INVESTMENTS II, LLC",EN-DOBROVOLNY-  155-93-2128H-6,NENW,21,155,93,MTL,ALGER,BAKKEN,4090,1852,30,4102,4980,4709,271,48.2393762847576,-102.64582883644
2015-06-01,33061028080000,26987,"HESS BAKKEN INVESTMENTS II, LLC",EN-DOBROVOLNY-  155-93-2128H-7,NENW,21,155,93,MTL,ALGER,BAKKEN,4268,1607,30,4283,5019,4737,282,48.2394667424092,-102.645829462878
2015-06-01,33061011540000,18405,"HESS BAKKEN INVESTMENTS II, LLC",EN-DOBROVOLNY-155-93-  2128H-1,NWNE,21,155,93,MTL,ALGER,BAKKEN,1580,776,30,1583,1812,1707,105,48.2397298919413,-102.644632284001
2015-06-01,33061021070000,22769,"HESS BAKKEN INVESTMENTS II, LLC",EN-DOBROVOLNY-155-93-  2128H-2,NENW,21,155,93,MTL,ALGER,BAKKEN,2475,1183,30,2482,3575,3411,164,48.2396065405981,-102.644939362357
2015-06-01,33061021080000,22770,"HESS BAKKEN INVESTMENTS II, LLC",EN-DOBROVOLNY-155-93-  2128H-3,NENW,21,155,93,MTL,ALGER,BAKKEN,1994,878,30,1996,2469,2337,132,48.2396037994572,-102.645144658732
2015-06-01,33061007760000,17378,"HESS BAKKEN INVESTMENTS II, LLC",EN-HYNEK-155-93-  0112H-1,NENW,1,155,93,MTL,ALGER,BAKKEN,701,443,30,691,970,970,0,48.2826534790128,-102.579347465679
2015-06-01,33061017730000,20940,"HESS BAKKEN INVESTMENTS II, LLC",EN-HYNEK-155-93-  0112H-2,LOT2,1,155,93,MTL,ALGER,BAKKEN,1822,922,30,1789,1766,1766,0,48.2826595630951,-102.57877332164
2015-06-01,33061017740000,20941,"HESS BAKKEN INVESTMENTS II, LLC",EN-HYNEK-155-93-  0112H-3,LOT2,1,155,93,MTL,ALGER,BAKKEN,716,488,30,759,1163,1163,0,48.2826587208858,-102.578547293723
2015-06-01,33061017300000,20696,"HESS BAKKEN INVESTMENTS II, LLC",EN-MEIERS A-156-93-  13H-1,LOT1,18,156,92,MTL,ALGER,BAKKEN,513,333,30,507,593,593,0,48.3398301405517,-102.567116318966
2015-06-01,33061021130000,22795,"HESS BAKKEN INVESTMENTS II, LLC",EN-REHAK  155-93-0718H-2,NENW,7,155,93,MTL,ALGER,BAKKEN,0,0,0,0,0,0,0,48.2677666612608,-102.688198469433
2015-06-01,33061021140000,22796,"HESS BAKKEN INVESTMENTS II, LLC",EN-REHAK  155-93-0718H-3,NENW,7,155,93,MTL,ALGER,BAKKEN,4195,1443,29,4251,5062,5062,0,48.26776705183,-102.688403908813
2015-06-01,33061031230000,28466,"HESS BAKKEN INVESTMENTS II, LLC",EN-REHAK-  155-93-0718H-5,NWNE,7,155,93,MTL,ALGER,BAKKEN,9297,2713,27,9416,12401,12401,0,48.2673573107402,-102.6877135679
2015-06-01,33061031240000,28467,"HESS BAKKEN INVESTMENTS II, LLC",EN-REHAK-  155-93-0718H-6,NWNE,7,155,93,MTL,ALGER,BAKKEN,10162,2623,23,10023,11647,11647,0,48.2673575763107,-102.687853258016
2015-06-01,33061031250000,28468,"HESS BAKKEN INVESTMENTS II, LLC",EN-REHAK-  155-93-0718H-7,NENW,7,155,93,MTL,ALGER,BAKKEN,4888,855,21,5087,5572,5572,0,48.2673577670699,-102.687953597348
2015-06-01,33061031260000,28469,"HESS BAKKEN INVESTMENTS II, LLC",EN-REHAK-  155-93-0718H-8,NENW,7,155,93,MTL,ALGER,BAKKEN,2049,661,11,2174,2494,2494,0,48.2673552837872,-102.688089226024
2015-06-01,33061012570000,18674,"HESS BAKKEN INVESTMENTS II, LLC",EN-REHAK-155-93-  0718H-1,NENW,7,155,93,MTL,ALGER,BAKKEN,4507,1204,29,4510,5405,5405,0,48.2687665464668,-102.687868172356
2015-06-01,33061025570000,25574,"HESS BAKKEN INVESTMENTS II, LLC",EN-RIERSGARD  156-93-1718H-4,NWSW,16,156,93,MTL,ALGER,BAKKEN,1530,1023,30,1530,212,212,0,48.3338805105308,-102.654459449936
2015-06-01,33061025580000,25575,"HESS BAKKEN INVESTMENTS II, LLC",EN-RIERSGARD  156-93-1718H-5,NWSW,16,156,93,MTL,ALGER,BAKKEN,1836,1456,30,1825,643,643,0,48.3337434559083,-102.654459449936
2015-06-01,33061025590000,25576,"HESS BAKKEN INVESTMENTS II, LLC",EN-RIERSGARD  156-93-1718H-6,NWSW,16,156,93,MTL,ALGER,BAKKEN,2297,1379,30,2294,4398,4398,0,48.3336064012858,-102.654459449936
2015-06-01,33061018040000,21129,"HESS BAKKEN INVESTMENTS II, LLC",EN-RIERSGARD-156-93-  1718H-1,NWSW,16,156,93,MTL,ALGER,BAKKEN,1152,1095,18,1149,671,671,0,48.3338799369945,-102.65322519983
2015-06-01,33061018060000,21131,"HESS BAKKEN INVESTMENTS II, LLC",EN-RIERSGARD-156-93-  1718H-2,NWSW,16,156,93,MTL,ALGER,BAKKEN,2559,143,30,2549,8500,8500,0,48.3336058277495,-102.65322519983
2015-06-01,33061018080000,21133,"HESS BAKKEN INVESTMENTS II, LLC",EN-RIERSGARD-156-93-  1718H-3,NWSW,16,156,93,MTL,ALGER,BAKKEN,1343,875,30,1342,2234,2234,0,48.3333317185046,-102.65322519983
2015-06-01,33061021090000,22771,"HESS BAKKEN INVESTMENTS II, LLC",EN-SKABO TRUST  155-93-0631H-2,SWSE,6,155,93,MTL,ALGER,BAKKEN,2424,488,29,2457,3476,3476,0,48.2704584315871,-102.683863069436
2015-06-01,33061021100000,22772,"HESS BAKKEN INVESTMENTS II, LLC",EN-SKABO TRUST  155-93-0631H-3,SWSE,6,155,93,MTL,ALGER,BAKKEN,2101,623,29,2124,2336,2336,0,48.2704588222356,-102.684068550557
2015-06-01,33061012580000,18677,"HESS BAKKEN INVESTMENTS II, LLC",EN-SKABO TRUST-155-93-  0631H-1,SWSE,6,155,93,MTL,ALGER,BAKKEN,935,416,26,945,1089,1089,0,48.2702049457806,-102.686061717429
2015-06-01,33061023310000,24445,"HESS BAKKEN INVESTMENTS II, LLC",EN-STATE B  155-93-1609H-2,SESE,16,155,93,MTL,ALGER,BAKKEN,1528,856,30,1531,1417,1316,101,48.2423942760457,-102.635258108051
2015-06-01,33061023300000,24444,"HESS BAKKEN INVESTMENTS II, LLC",EN-STATE B  155-93-1609H-3,SESE,16,155,93,MTL,ALGER,BAKKEN,1895,878,26,1902,2615,2490,125,48.2423887937778,-102.635463475382
2015-06-01,33061023290000,24443,"HESS BAKKEN INVESTMENTS II, LLC",EN-STATE B  155-93-1609H-4,SESE,16,155,93,MTL,ALGER,BAKKEN,1671,1153,30,1674,4069,3959,110,48.2423833115098,-102.635668842713
2015-06-01,33061023280000,24442,"HESS BAKKEN INVESTMENTS II, LLC",EN-STATE B  155-93-1609H-5,SESE,16,155,93,MTL,ALGER,BAKKEN,1743,808,30,1744,1868,1753,115,48.2423778292419,-102.635874210044
2015-06-01,33061010840000,18229,"HESS BAKKEN INVESTMENTS II, LLC",EN-STATE B-155-93-  1609H-1,SESE,16,155,93,MTL,ALGER,BAKKEN,2293,2192,30,2301,5946,5794,152,48.2411278721524,-102.63564830598
2015-06-01,33061027680000,26718,"HESS BAKKEN INVESTMENTS II, LLC",EN-STATE C-  156-93-1615H-4,NWSW,16,156,93,MTL,ALGER,BAKKEN,3558,2613,30,3557,3072,3072,0,48.3338768613392,-102.652505220601
2015-06-01,33061027690000,26719,"HESS BAKKEN INVESTMENTS II, LLC",EN-STATE C-  156-93-1615H-5,NWSW,16,156,93,MTL,ALGER,BAKKEN,3703,3605,30,3705,3258,3258,0,48.3337864052884,-102.652505220601
2015-06-01,33061027700000,26720,"HESS BAKKEN INVESTMENTS II, LLC",EN-STATE C-  156-93-1615H-6,NWSW,16,156,93,MTL,ALGER,BAKKEN,4538,3204,30,4539,7142,7142,0,48.3336959492375,-102.652505220601
2015-06-01,33061030550000,28065,"HESS BAKKEN INVESTMENTS II, LLC",EN-STATE C-  156-93-1615H-7,NWSW,16,156,93,MTL,ALGER,BAKKEN,5210,1166,30,5224,8567,8567,0,48.3334903673038,-102.652505220601
2015-06-01,33061030560000,28066,"HESS BAKKEN INVESTMENTS II, LLC",EN-STATE C-  156-93-1615H-8,NWSW,16,156,93,MTL,ALGER,BAKKEN,3921,1315,30,3923,1762,1762,0,48.333399911253,-102.652505220601
2015-06-01,33061030570000,28067,"HESS BAKKEN INVESTMENTS II, LLC",EN-STATE C-  156-93-1615H-9,NWSW,16,156,93,MTL,ALGER,BAKKEN,5885,1161,30,5886,8121,8121,0,48.3333094552021,-102.652505220601
2015-06-01,33061018050000,21130,"HESS BAKKEN INVESTMENTS II, LLC",EN-STATE C-156-93-  1615H-1,NWSW,16,156,93,MTL,ALGER,BAKKEN,1236,1841,21,1225,1064,1064,0,48.333742882372,-102.65322519983
2015-06-01,33061018070000,21132,"HESS BAKKEN INVESTMENTS II, LLC",EN-STATE C-156-93-  1615H-2,NWSW,16,156,93,MTL,ALGER,BAKKEN,3178,3065,30,3183,3317,3317,0,48.3334687731271,-102.65322519983
2015-06-01,33061018090000,21134,"HESS BAKKEN INVESTMENTS II, LLC",EN-STATE C-156-93-  1615H-3,NWSW,16,156,93,MTL,ALGER,BAKKEN,1768,1097,29,1768,1468,1468,0,48.3331946638821,-102.65322519983
2015-06-01,33061031400000,28595,"HESS BAKKEN INVESTMENTS II, LLC",EN-VACHAL-  155-93-0532H-11,SWSE,5,155,93,MTL,ALGER,BAKKEN,4414,3712,23,4885,4236,86,4150,48.2722847431057,-102.66525048081
2015-06-01,33061031410000,28596,"HESS BAKKEN INVESTMENTS II, LLC",EN-VACHAL-  155-93-0532H-3,SWSE,5,155,93,MTL,ALGER,BAKKEN,4273,5908,24,4210,4,4,0,48.2722851812884,-102.665386098384
2015-06-01,33061031420000,28597,"HESS BAKKEN INVESTMENTS II, LLC",EN-VACHAL-  155-93-0532H-4,SWSE,5,155,93,MTL,ALGER,BAKKEN,12852,6042,30,12568,12644,12612,32,48.2722856194712,-102.665521715959
2015-06-01,33061031430000,28598,"HESS BAKKEN INVESTMENTS II, LLC",EN-VACHAL-  155-93-0532H-5,SWSE,5,155,93,MTL,ALGER,BAKKEN,2501,2396,19,2886,2100,2094,6,48.272286057654,-102.665657333533
2015-06-01,33061014350000,19351,"HESS BAKKEN INVESTMENTS II, LLC",EN-VACHAL-155-93-  0532H-1,SWSE,5,155,93,MTL,ALGER,BAKKEN,1096,1751,17,1019,643,643,0,48.2717379093933,-102.665681662441
2015-06-01,33061014360000,19352,"HESS BAKKEN INVESTMENTS II, LLC",EN-VACHAL-155-93-  0532H-2,SWSE,5,155,93,MTL,ALGER,BAKKEN,665,1033,8,618,741,741,0,48.2717392372199,-102.666092624788
2015-06-01,33061008810000,17664,"HESS BAKKEN INVESTMENTS II, LLC",RS-ANDERSON-156-92-  3229H-1,SESE,32,156,92,MTL,ALGER,BAKKEN,904,215,26,986,860,860,0,48.2843123266847,-102.527344294839
